都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
40,福岡県,40101,北九州市門司区,4.0101E+11,青葉台,33.885076,130.92079,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,泉ケ丘,33.891163,130.935003,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,稲積一丁目,33.888064,130.927841,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,稲積二丁目,33.886329,130.92896,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,梅ノ木町,33.908549,130.935677,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,老松町,33.946371,130.969312,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字伊川,33.911009,130.975146,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字今津,33.882254,130.983263,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字大積,33.930808,130.994236,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字吉志,33.871364,130.946266,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字喜多久,33.913683,130.999474,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字黒川,33.927466,130.961135,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字小森江,33.924526,130.950612,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字猿喰,33.894525,130.977856,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字白野江,33.945783,130.996794,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字大里,33.897065,130.948966,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字田野浦,33.955781,131.00053,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字恒見,33.855589,130.975604,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字畑,33.88451,130.963202,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字柄杓田,33.909314,130.99115,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大字門司,33.935316,130.958284,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大久保一丁目,33.956226,130.97417,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大久保二丁目,33.955647,130.977268,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大久保三丁目,33.954874,130.980371,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,奥田一丁目,33.910666,130.955907,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,奥田二丁目,33.908838,130.954638,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,奥田三丁目,33.908665,130.958631,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,奥田四丁目,33.913258,130.961046,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,奥田五丁目,33.914367,130.958975,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,花月園,33.948116,130.9786,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,風師一丁目,33.938707,130.951537,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,風師二丁目,33.937104,130.951671,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,風師三丁目,33.933889,130.948288,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,風師四丁目,33.929884,130.946755,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,春日町,33.930959,130.971413,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,片上海岸,33.930009,130.943013,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,片上町,33.924762,130.94519,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,上二十町,33.909244,130.945042,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,上藤松一丁目,33.881981,130.929774,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,上藤松二丁目,33.881494,130.926716,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,上藤松三丁目,33.882185,130.921325,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,上本町,33.946144,130.980234,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,上馬寄一丁目,33.890261,130.929576,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,上馬寄二丁目,33.888412,130.931647,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,上馬寄三丁目,33.885817,130.932211,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志一丁目,33.871247,130.972825,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志二丁目,33.865617,130.972225,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志三丁目,33.865039,130.968348,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志四丁目,33.86611,130.965157,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志五丁目,33.865743,130.958729,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志六丁目,33.868289,130.961416,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志七丁目,33.870435,130.965297,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志新町一丁目,33.869472,130.969786,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志新町二丁目,33.871177,130.970369,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志新町三丁目,33.874057,130.970285,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,吉志新町四丁目,33.872907,130.967349,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,北川町,33.921977,130.944578,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,旧門司一丁目,33.953231,130.967684,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,旧門司二丁目,33.956521,130.965581,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清滝一丁目,33.94116,130.960264,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清滝二丁目,33.94326,130.96179,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清滝三丁目,33.941423,130.962664,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清滝四丁目,33.942318,130.965168,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清滝五丁目,33.94199,130.967105,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清見一丁目,33.951524,130.975093,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清見二丁目,33.952041,130.979166,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清見三丁目,33.950348,130.981635,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清見四丁目,33.948301,130.983671,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,清見佐夜町,33.944854,130.988071,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,葛葉一丁目,33.935866,130.948194,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,葛葉二丁目,33.932953,130.945978,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,葛葉三丁目,33.928781,130.943644,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黒川西一丁目,33.923009,130.979299,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黒川西二丁目,33.919843,130.981523,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黒川西三丁目,33.920632,130.983038,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黒川東一丁目,33.926172,130.98212,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黒川東二丁目,33.929575,130.982469,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,黄金町,33.908652,130.938902,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,小松町,33.89521,130.936056,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,小森江一丁目,33.922543,130.940836,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,小森江二丁目,33.922252,130.942281,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,小森江三丁目,33.916526,130.939567,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,栄町,33.945447,130.966107,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,寺内一丁目,33.907379,130.94733,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,寺内二丁目,33.904868,130.945782,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,寺内三丁目,33.903747,130.947077,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,寺内四丁目,33.904627,130.950348,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,寺内五丁目,33.902907,130.948529,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,下二十町,33.911685,130.939837,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,下馬寄,33.896082,130.928382,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,社ノ木一丁目,33.894576,130.926474,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,社ノ木二丁目,33.892672,130.928363,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,庄司町,33.945053,130.971006,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,白野江一丁目,33.933481,131.007242,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,白野江二丁目,33.936637,131.00567,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,白野江三丁目,33.941347,131.009213,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,白野江四丁目,33.946484,131.006971,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,城山町,33.902874,130.952835,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,新開,33.95616,130.985681,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,新原町,33.892362,130.931802,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司一丁目,33.874735,130.98341,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司二丁目,33.864975,130.991268,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司三丁目,33.856433,130.990574,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司北一丁目,33.887441,130.988733,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司北二丁目,33.888885,130.998609,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,新門司北三丁目,33.882531,130.995785,3,3
40,福岡県,40101,北九州市門司区,4.0101E+11,瀬戸町,33.959188,130.973267,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大里桜ケ丘,33.898582,130.957576,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大里新町,33.896321,130.923807,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大里戸ノ上一丁目,33.906073,130.938417,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里戸ノ上二丁目,33.905548,130.941544,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里戸ノ上三丁目,33.904757,130.943324,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里戸ノ上四丁目,33.900791,130.944502,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里原町,33.899684,130.932221,0,1
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東一丁目,33.914072,130.94057,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東二丁目,33.914034,130.943073,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東三丁目,33.915094,130.945387,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東四丁目,33.912442,130.945715,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東五丁目,33.914046,130.946916,0,3
40,福岡県,40101,北九州市門司区,4.0101E+11,大里東口,33.912529,130.937747,0,1
